entry,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
1862450,08:19:17.018000,3,True,False,301,218,4569,1322,cam0
1862487,08:19:21.813000,3,True,False,285,221,4569,1255,cam0
1862549,08:19:29.315000,3,True,False,284,226,4569,1209,cam0
1862662,08:19:39.010000,3,True,False,286,222,4569,1248,cam0
1862740,08:19:44.221000,3,True,False,296,119,7072,1425,cam2
1862788,08:19:47.243000,3,True,False,332,260,5792,1161,cam1
1862802,08:19:48.010000,3,True,False,296,119,7072,1425,cam2
1862828,08:19:49.750000,3,True,False,295,118,7072,1419,cam2
1862930,08:19:56.016000,3,True,False,284,219,4569,1210,cam0
1863078,08:20:05.508000,3,True,False,448,117,4683,1571,cam0
1863178,08:20:12.810000,3,True,False,449,117,4683,1571,cam0
1863210,08:20:16.816000,3,True,False,449,117,4683,1571,cam0
1863226,08:20:18.808000,3,True,False,449,117,4683,1571,cam0
1863307,08:20:32.808000,3,True,False,293,219,4569,1327,cam0
1863309,08:20:33.008000,3,True,False,294,220,4569,1334,cam0
1863320,08:20:34.417000,3,True,False,351,266,5796,1110,cam1
1863327,08:20:35.311000,3,True,False,296,218,4569,1348,cam0
1863347,08:20:37.811000,3,True,False,286,222,4569,1248,cam0
1863364,08:20:39.814000,3,True,False,285,226,4569,1231,cam0
1863424,08:20:47.016000,3,True,False,451,112,4694,1573,cam0
1863460,08:20:50.815000,3,True,False,451,113,4694,1572,cam0
1863536,08:20:57.807000,3,True,False,288,222,4569,1270,cam0
1863549,08:20:58.936000,3,True,False,291,102,7116,1424,cam2
1863573,08:21:01.015000,3,True,False,287,222,4569,1270,cam0
1863635,08:21:06.241000,3,True,False,287,222,4569,1255,cam0
1863669,08:21:09.038000,3,True,False,450,117,4694,1572,cam0
1863826,08:21:22.436000,3,True,False,293,102,7118,1392,cam2
1863832,08:21:22.934000,3,True,False,293,102,7118,1392,cam2
1863899,08:21:28.539000,3,True,False,288,221,4569,1285,cam0
1863978,08:21:35.036000,3,True,False,285,228,4569,1201,cam0
1864298,08:22:03.239000,3,True,False,293,108,7121,1390,cam2
1864311,08:22:04.242000,3,True,False,301,218,4569,1356,cam0
