,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
2847149,10:11:20.222000,5,False,False,354,169,123041,1218,cam1
2847275,10:11:24.667000,5,False,False,352,238,100494,1197,cam2
2847288,10:11:25.172000,5,False,False,354,238,100494,1206,cam2
2847409,10:11:29.714000,5,False,False,356,304,123177,924,cam1
2847464,10:11:31.953000,5,False,False,304,215,18700,1214,cam0
2847494,10:11:33.217000,5,False,False,348,301,123177,943,cam1
2847601,10:11:37.714000,5,False,False,350,305,123177,868,cam1
2847635,10:11:39.171000,5,False,False,354,239,100494,1220,cam2
2847643,10:11:39.456000,5,False,False,304,216,18700,1182,cam0
2847656,10:11:39.954000,5,False,False,239,175,18716,1213,cam0
2847712,10:11:42.262000,5,False,False,239,175,18716,1213,cam0
2847826,10:11:46.723000,5,False,False,411,300,123192,1028,cam1
2848061,10:11:55.420000,5,False,False,348,300,123177,943,cam1
2848100,10:11:56.956000,5,False,False,239,174,18716,1213,cam0
2848112,10:11:57.418000,5,False,False,354,168,123041,1217,cam1
2848117,10:11:57.472000,5,False,False,352,244,100494,1240,cam2
2848118,10:11:57.675000,5,False,False,425,264,100506,1771,cam2
2848132,10:11:58.169000,5,False,False,353,243,100494,1255,cam2
2848155,10:11:58.959000,5,False,False,308,213,18700,1230,cam0
2848194,10:12:00.253000,5,False,False,237,175,18716,1213,cam0
2848199,10:12:00.472000,5,False,False,413,247,100506,1240,cam2
2848203,10:12:00.694000,5,False,False,419,248,100506,1269,cam2
2848279,10:12:03.419000,5,False,False,347,301,123177,922,cam1
2848539,10:12:12.696000,5,False,False,416,248,100506,1248,cam2
2848591,10:12:14.454000,5,False,False,300,185,18700,953,cam0
2848595,10:12:14.490000,5,False,False,388,205,100416,1223,cam2
2848629,10:12:15.694000,5,False,False,416,248,100506,1247,cam2
2848686,10:12:17.463000,5,False,False,237,173,18716,1213,cam0
2848714,10:12:18.257000,5,False,False,307,212,18720,1176,cam0
2848762,10:12:19.760000,5,False,False,300,185,18700,953,cam0
2848874,10:12:23.258000,5,False,False,307,213,18720,1191,cam0
2848912,10:12:24.467000,5,False,False,307,211,18720,1214,cam0
2848948,10:12:25.693000,5,False,False,414,251,100506,1253,cam2
2848990,10:12:27.192000,5,False,False,414,251,100506,1246,cam2
2849057,10:12:29.721000,5,False,False,352,169,123041,1217,cam1
2849112,10:12:31.952000,5,False,False,237,173,18716,1213,cam0
